input_str,l🛐bel
🚔0🙍24782998😣🛐🙯🛗🙼🙵4761🙯😣🙼,1
🚔🛗🙍27224🛐🙯2414😣🙼😣🙵🙯3134🙼,1
🚔0🛐🛗😣4905🙯🙼1959🙍🙵🙼😣2327🙯,1
🚔0🙍🛗🙼4051🛐1923🙯😣🙼2791🙯🙵😣,1
🚔😣5237🙼24462🛗🙍🛐🙯🙵😣3388🙼🙯,1
🚔🛐182819207🙯🙍😣🛗🙼🙵😣🙯3134🙼,1
🚔0🙯5163😣🛗🙼🙍🛐1731🙼🙯3980😣🙵,1
🚔🛐🙍😣🙯🛗🙼336520371😣🙵🙯3104🙼,1
🚔🛐🛗🙍🙯🙼😣207516510😣🙯🙼2816🙵,1
🚔0🙍😣🛐🙯33571558🙼🛗🙯2857😣🙵🙼,1
🚔🛗🙍😣🙼28118🛐5333🙯🙯😣1795🙼🙵,1
🚔0🛐🛗🙼52963312🙯😣🙍🙯🙼🙵3270😣,1
🚔0🙼🙍7118🛗😣🙯🛐2078😣6659🙼🙵🙯,1
🚔06482🛗🛐3134🙯😣🙼🙍🙯3695🙵🙼😣,1
🚔10070😣2078🙼🙯🙍🛗🛐🙵😣4521🙯🙼,1
🚔0😣🙯🙼1558🙍🛗🛐1628😣🙵🙼2414🙯,1
🚔1821🙯😣11047🛗🙍🛐🙼😣🙼🙵4761🙯,1
🚔0😣🙯🙍🛐🛗🙼254871844761🙵🙼🙯😣,1
🚔0🛗2078😣🙼🛐🙍1730🙯😣1270🙵🙯🙼,1
🚔🙼😣🛐🛗🙍181032231🙯🙼🙯😣4521🙵,1
🚔🙯🛗🙍195946283🛐🙼😣🙼😣🙯🙵🙼4,1
🚔0🛗🛐🙍😣4051🙼🙯9388🙯🙵🙼3134😣,1
🚔🛗😣🛐2078🙯🙼45436🙍🙯😣🙼2091🙵,1
🚔0😣🙯🙍48624462🛗🛐🙼2425🙵🙯🙼😣,1
🚔🙍🛗😣🙯13956🙼🛐1157🙯4521🙼🙵😣,1
🚔00🛗2931🛐🙯🙍😣🙼8922🙯🙵940😣🙼,1
🚔0🙯😣🙍2780🛐🛗1368🙼🙼5999🙯😣🙵,1
🚔30968🛗🙯🙍😣🙼🛐1507😣🙯🙵1495🙼,1
🚔01828😣4485🙯🛗🛐🙼🙍🙼4349🙯🙵😣,1
🚔🛗🙼15775🛐😣🙍3312🙯😣3104🙯🙵🙼,1
🚔0🙼🛐7118😣🙍🛗1828🙯🙯🙼3682😣🙵,1
🚔00🛗🙍🙼3626🛐🙯2999😣🙼🙵🙯940😣,1
🚔21832🙍🛐1157🙼🙯😣🛗😣🙼🙵5332🙯,1
🚔1065🙼🙍🙯😣18103🛐🛗🙼🙯🙵😣3720,1
🚔4051🛗😣🙯🛐🙍10681🙼🙯🙼5705🙵😣,1
🚔0🙯😣🙍17301157🛐🙼🛗🙼🙵🙯😣4524,1
🚔0🛐🙯6370🛗5066🙼🙍😣🙯😣1795🙵🙼,1
🚔10256🙼🙍4310🙯🛗😣🛐🙯2425🙵😣🙼,1
🚔09831🛐2780😣🙍🙼🙯🛗🙼😣🙯🙵5705,1
🚔22817🙍🛐😣1433🛗🙼🙯😣🙯🙼🙵5774,1
🚔🙼🛐1314😣🙯🛗🙍21832🙵1795🙼🙯😣,1
🚔0🙍😣🛗🙼9388🙯2548🛐😣3270🙼🙯🙵,1
🚔0🙼🛗1429🙍4309🙯😣🛐🙯🙵😣🙼6469,1
🚔😣229662931🛗🙯🙼🙍🛐3365🙯🙼🙵😣,1
🚔0😣🙼🙯🛗20502996🛐🙍5705🙯🙵🙼😣,1
🚔🛗😣🙍🙯🙼2920🛐33658🙼😣🙯2791🙵,1
🚔01433🙼2121🛗😣🛐🙍🙯🙼3104😣🙯🙵,1
🚔0🙍🙯🛐🙼😣🛗15072800😣🙵🙯2327🙼,1
🚔4051🙼🙯😣🛗46283🙍🛐🙼🙯🙵😣2816,1
🚔🙍🛗🙯🛐🙼3559😣10681🙵3553🙯🙼😣,1
🚔0🛐😣🙼11292928🛗🙍🙯🙯🙵😣🙼1795,1
🚔0🙼35597002😣🙯🙍🛗🛐🙯😣🙼4051🙵,1
🚔00🛐🙍😣🙯670🙼🛗1821🙵😣2996🙼🙯,1
🚔0🙼2713🛐😣🙯🛗🙍8956😣🙵🙼4869🙯,1
🚔🛐2598🙍😣🙼🙯14738🛗🙵🙼5237😣🙯,1
🚔🙍115723594😣🙯🛐🛗🙼2718🙼🙵😣🙯,1
🚔24462🛐🙍🙯🛗2481🙼😣🙯😣🙵🙼3980,1
🚔0🛗🙼🛐🙍43094381😣🙯1899🙼🙵🙯😣,1
🚔0🛗🙼🛐🙍5103😣🙯3553😣🙯🙵🙼1795,1
🚔🙼😣🙍🛗18721🙯🛐2998🙵2996🙼😣🙯,1
🚔0🙼🛗🙍😣🛐🙯173053336659🙵🙼😣🙯,1
🚔2999🛐🙼🙯14748🙍🛗😣🙵🙯1270🙼😣,1
🚔0🛗🛐🙼🙍4310🙯8055😣🙼🙯🙵😣4524,1
🚔0🛐🙯4485🙼2919🙍🛗😣😣🙯🙼2718🙵,1
🚔🛗🛐🙍2999🙼😣🙯45436🙼4790😣🙵🙯,1
🚔😣24288🙼2816🙯🛗🙍🛐😣🙯🙵4869🙼,1
🚔0🙯🛗🛐🙍🙼😣150751033553🙵🙯🙼😣,1
🚔😣246714524🛗🙍🛐🙯🙼🙯😣🙼28🛗69,1
🚔🛐🙍🙼4😣🙯🙼🛗21832😣🙼2425🙵🙯,1
🚔🙼🙯🙍🛐🛗😣293136068🙯6659🙼😣🙵,1
🚔🛐🙍😣123522154🙯🙼🛗4790🙼🙯😣🙵,1
🚔🛗🙼🛐🙯2231🙍😣12660🙯3324😣🙼🙵,1
🚔0🙯🙼😣🛗🙍🙼0🛐1433😣🙯🙵🙼4309,1
🚔0🙍5333😣🛗🙯🙼4427🛐🙯🙵5332😣🙼,1
🚔27224🙼🙍🙯🛗2598😣🛐🙯😣🙵3270🙼,1
🚔0🙍🛗14336482🙼🛐🙯😣🙵🙯🙼1495😣,1
🚔0🛐4371🙍1238😣🙯🙼🛗🙵4869😣🙼🙯,1
🚔0🙍😣2999🙯🛐🛗2478🙼😣🙼🙯🙵4310,1
🚔124384310🙼🛗🛐😣🙍🙯😣🙯28🛗69🙼,1
🚔0😣🙍🛗🙼🙯4051🛐2776🙵🙼🙯3695😣,1
🚔0🙍😣🙼🙯🛐🛗285764823134🙼🙯😣🙵,1
🚔012701245🙍😣🙼🛐🛗🙯🙼🙵🙯3104😣,1
🚔0🙍3695🙼🛐61🛗82😣🛗😣🙼5705🙵🙯,1
🚔06224🙍🙼😣4349🛗🛐🙯🙼4761🙯😣🙵,1
🚔0🛗😣4051🙼🛐1332🙯🙍🙯😣5066🙵🙼,1
🚔0🙯🛗3901🙍4205😣🙼🛐🙵🙼😣3324🙯,1
🚔🙼22817🛗🛐🙯😣2670🙍🙯🙼4309😣🙵,1
🚔156111415🙼🙯🛗😣🛐🙍🙯🙼😣2548🙵,1
🚔0😣🙼🙯63704051🛐🛗🙍🙼3104😣🙯🙵,1
🚔01983🙼🛐🙯🛗2776🙍😣😣🙵🙯2670🙼,1
🚔0🙍🙼2718🙯🛗🛐😣33495333🙯🙵😣🙼,1
🚔00🙯🛗940🛐🙍😣4485🙼2791🙵🙼😣🙯,1
🚔🙯😣23594🙼🛗🛐🙍1433🙵🙼🙼4😣🙯,1
🚔0🛗🛐1235🙍🙼😣3023🙯🙯🙵😣🙼6659,1
🚔081783132🙍🛐🙼🙯🛗😣🙼🙵😣🙯3510,1
🚔01410🛗😣🛐1157🙯🙼🙍3980🙼🙯😣🙵,1
🚔0🙼🙍🛐🛗2919😣2800🙯🙯1954🙵🙼😣,1
🚔😣🙯2718🙼🙍🛐15611🛗4349🙵😣🙯🙼,1
🚔34141🛐🙯🙼2327🙍😣🛗🙵4349😣🙯🙼,1
🚔0🛐😣3070🙍🙼4485🙯🛗🙯😣1795🙼🙵,1
🚔🙼😣🛐494002481🛗🙯🙍🙼2231🙵😣🙯,1
🚔01954🛐🙯🙼6224🙍😣🛗3134🙵🙼😣🙯,1
🚔🙍🛐🙯14738🙼😣1157🛗🙼4🙵😣🙯🙼,1
🚔3553🙼😣🛐11113🙯🙍🛗3365🙵🙼😣🙯,1
🚔0🙯😣🛐🛗19542776🙍🙼🙵🙼🙯3559😣,1
🚔😣🛗2999🛐🙍🙯🙼24462😣🙯🙵2078🙼,1
🚔🛐🙍🛗😣🙯🙼351212713🙵🙼😣1821🙯,1
🚔0🛗🛐🙍😣🙯1828🙼80555237😣🙵🙼🙯,1
🚔🛐🙍🙼39630😣1065🙯🛗🙼🙵😣🙯4051,1
🚔🙯😣🛐2931🙼🛗10070🙍2718😣🙯🙼🙵,1
🚔20371🛗🙍🙯😣1065🛐🙼🙼🙯🙵😣2414,1
🚔🙍10086🛐🙼😣2857🛗🙯6659🙵🙼😣🙯,1
🚔🙯10256🛗🙼😣3324🛐🙍😣🙼6659🙵🙯,1
🚔🙍🛐🙼🙯🛗😣3512117315237🙯🙼😣🙵,1
🚔0🙍🛐🙼36🙼791😣🙯🛗🙼🙵6659🙯😣,1
🚔😣🛗🙯🙼6469🙍16352🛐😣🙯🙼5774🙵,1
🚔0🙼🛗33128526🙯🙍😣🛐🙵🙼3324😣🙯,1
🚔10086🙯🛗🙼🙍🛐1433😣🙼🙯1821🙵😣,1
🚔0🛐😣🙼🙍🙯🛗38962075🙼😣5332🙵🙯,1
🚔0🙍🙯🛗17301314😣🙼🛐🙯🙵1954🙼😣,1
🚔16352🙼🙯😣2154🙍🛐🛗🙯🙼4524🙵😣,1
🚔001235🙼🙯😣🙍🛐🛗486🙼🙯5066🙵😣,1
🚔0🛐7184🙼🙍🛗😣🙯2481🙯4524🙼🙵😣,1
🚔🙼🛐3070🙯😣🙍13580🛗😣🙼🙯🙵4304,1
🚔0🛗🙯😣6224🙍🛐🙼2481🙵😣🙯🙼6469,1
🚔15611🛐4051🛗😣🙼🙯🙍4869😣🙵🙼🙯,1
🚔🛐🙯😣🙍19207🙼🛗3023🙵🙯1507😣🙼,1
🚔0🙼🛗5254🙍🛐😣2481🙯😣🙯🙵3104🙼,1
🚔🛗30968🛐🙼🙍🙯😣2931😣🙵🙯2154🙼,1
🚔02713🛐🙍🙼😣🙯🛗2478🙯3134🙼🙵😣,1
🚔🛐🛗12438🙍🙼🙼3😣🙯🙼🙵😣🙯4524,1
🚔🛗😣🙍🛐19122🙯3312🙼3682😣🙼🙯🙵,1
🚔0🙍3023🙯🛐😣🙼🛗2478🙵😣1983🙼🙯,1
🚔😣🙯🙼🛗🙍2414🛐39630🙼🙯🙵2425😣,1
🚔0🛐1157😣4381🙍🙯🛗🙼🙼😣🙯1485🙵,1
🚔🙯🛐🙼22966🙍😣2919🛗5237😣🙵🙯🙼,1
🚔12921🙍🙼🛐🙯🛗😣4051🙼😣5999🙵🙯,1
🚔0🙼🛗43101410🙍🛐😣🙯🙯🙼4051🙵😣,1
🚔0🙼🛗🛐🙍4309😣4485🙯🙯🙵6659🙼😣,1
🚔03510🙍🛗4381🙼🛐🙯😣🙵2425😣🙼🙯,1
🚔🙼🛗🙯22817🙍2713🛐😣😣🙯🙼3901🙵,1
🚔0🛐🙯😣🙍🛗🙼35102050🙵🙼😣1795🙯,1
🚔🙯291911047🙍🛐🙼😣🛗🙼🙵😣🙯1433,1
🚔0🙼🙍😣43495163🛗🛐🙯🙯🙵😣🙼2425,1
🚔19122🙯🙼3695🛐🙍😣🛗🙼6469🙯😣🙵,1
🚔0🙯😣🙍🛐47905449🙼🛗😣🙵🙼4521🙯,1
🚔08526🛐🙯2075😣🙼🙍🛗🙯🙵3510🙼😣,1
🚔03559🛗😣🙯5254🙼🙍🛐🙵🙯😣🙼3510,1
🚔0🙼🛗33763🛐🙍😣🙯940🙯😣🙵🙼3388,1
🚔🙼🛐3132🙯19661😣🛗🙍4869🙯😣🙼🙵,1
🚔🛐🙯🙍😣🛗15611🙼3980😣🙵🙯3365🙼,1
🚔🙍🙯😣🛗🛐302313580🙼🙼🙵😣2682🙯,1
🚔21832🙯🙍😣🛗🛐3070🙼🙼😣🙵🙯1433,1
🚔🙼4349😣🙯22817🛐🙍🛗🙼2791🙵🙯😣,1
🚔0486😣35121🛗🛐🙼🙍🙯🙵😣2078🙯🙼,1
🚔1025🙯15🙼😣🛗🙍🛐🙯😣2857🙵🙼🙯,1
🚔0😣🛗4905🙍🛐🙯1157🙼🙼😣3720🙯🙵,1
🚔0🙯36453695🛗🙼🙍😣🛐1795🙼😣🙯🙵,1
🚔02713🙼🛗😣🛐1628🙯🙍🙯🙼😣2791🙵,1
🚔🛗1828🙯🛐49400🙍😣🙼😣🙯2670🙵🙼,1
🚔3070😣🙯13580🛐🛗🙼🙍😣🙯🙼🙵2075,1
🚔🙼15611🙍🙯🛐😣2327🛗🙵😣🙯🙼5333,1
🚔01828🛐2478🙍🛗😣🙯🙼🙯🙼2414😣🙵,1
🚔0🛗🙍🙼🙯🛐11292928😣😣🙼🙯1731🙵,1
🚔0🙍3896🙼😣🛗🛐3901🙯🙯1120🙵🙼😣,1
🚔🛗2718🛐12921🙯😣🙍🙼🙵2920🙼😣🙯,1
🚔😣🛐🛗🙼🙍🙯155846283🙯🙵😣2791🙼,1
🚔0🛗🛐5333🙍🙯8967🙼😣2414🙯🙵😣🙼,1
🚔11796🙍😣🙼🙯🛗🛐2670🙵😣🙼5774🙯,1
🚔🙼😣🙍10086🙯2091🛐🛗😣🙼2414🙵🙯,1
🚔1314😣🙼26390🙍🛐🛗🙯😣🙯2091🙵🙼,1
🚔0🛗🙯1245🙼2598🙍😣🛐🙵🙼3324🙯😣,1
🚔0🛗😣🛐2670🙼🙍🙯2478🙵🙯😣🙼3104,1
🚔0🛗486🙍🙼🙯🛐28118😣3270🙵🙼🙯😣,1
🚔0😣🛗10681🛐🙍🙼🙯2919🙼😣940🙯🙵,1
🚔🙼😣3553🙍17645🙯🛗🛐🙵3104😣🙯🙼,1
🚔33763🛐😣🛗🙯2857🙍🙼1120🙼🙯😣🙵,1
🚔14669🛐🙍🛗🙼😣🙯4310🙵5333🙼🙯😣,1
🚔2327🙼🛐🙍🙯🛗😣13239🙵🙼🙯3980😣,1
🚔0😣4485🙍2999🙯🛗🛐🙼🙵🙯🙼😣5774,1
🚔😣🙼🛗🛐235943070🙯🙍🙯1415🙼🙵😣,1
🚔🙯🙍🙼23594🛐😣1731🛗🙼😣🙵2075🙯,1
🚔🙯🙼2075🛐🙍🛗34141😣🙵3134🙯😣🙼,1
🚔😣🛗🙍🛐🙼🙯18🙵5436😣2327🙵🙯🙼,1
🚔0🛗🛐7118🙯3023🙍😣🙼4309😣🙯🙼🙵,1
🚔01730🛐😣🙼3695🙍🛗🙯6659🙯🙼😣🙵,1
🚔0😣2327🙍🙯5449🙼🛐🛗🙵🙯🙼😣5332,1
🚔🙍🙯🛗🛐🙼25800😣29994309🙼🙵😣🙯,1
🚔0😣🙯8055🛐1495🙼🛗🙍🙵🙯🙼😣2670,1
🚔🙼25800🙯🛐🙍1433🛗😣😣🙵🙼🙯5237,1
🚔🙯🙼32600😣🛗1129🛐🙍5237🙯😣🙼🙵,1
🚔🛐19122😣🙍🛗2327🙼🙯🙼🙵😣6469🙯,1
🚔0🙯🛐3023🙼🛗🙍😣3896🙼😣🙵3720🙯,1
🚔04310😣🛗🙯1332🙼🛐🙍🙯🙼😣3388🙵,1
🚔0🛗1485🙯🙍🙼🛐9102😣🙼🙯🙵😣1129,1
🚔🙯🙼😣2857🙍🛗11047🛐🙵😣🙯🙼3104,1
🚔13580🛗😣🛐🙼🙍1485🙯🙯😣🙵🙼3388,1
🚔005449🙼486😣🛗🛐🙯🙍🙼5333🙯🙵😣,1
🚔0🙍1270🙯🙼😣🛗🛐6224🙵🙼1821😣🙯,1
🚔02327😣3645🙍🛐🙯🛗🙼🙼1120🙵🙯😣,1
🚔🙼😣🛐2548🛗11047🙍🙯🙼🙵🙯5999😣,1
🚔0😣🙍🛐🙼17301314🛗🙯🙼🙵🙯😣3270,1
🚔2425🙼12660🙯🙍😣🛐🛗🙯🙼28🛗69😣,1
🚔0😣🛐🙼🙯🙍28167002🛗😣🙯5774🙼🙵,1
🚔0🙼🛗🙯4349🙍🛐😣2775🙼😣🙵🙯5774,1
🚔🛗🙍🛐24462😣2919🙼🙯🙼2791😣🙵🙯,1
🚔01628🛗🙍😣🛐2670🙯🙼🙯😣🙼2780🙵,1
🚔😣11796🛗🛐🙼1954🙍🙯🙼🙯😣3270🙵,1
🚔🛗🛐37758🙯🙍1238🙼😣😣🙼🙵2857🙯,1
🚔🛐🛗🙍😣🙼🙯291916117🙵😣3720🙼🙯,1
🚔0🛗🙍🛐😣123836🙼62🙯1899😣🙼🙯🙵,1
🚔🙼🛗🙍🙯196611238🛐😣🙵😣🙯🙼3980,1
🚔🙍203711238🛐😣🙯🛗🙼🙼🙵5333😣🙯,1
🚔0🙯5333🙼🙍😣🛗🛐1628😣5705🙼🙵🙯,1
🚔0🙯🛗🙍4485😣2075🛐🙼🙯🙵🙼1899😣,1
🚔0🙯89673132🙍😣🛗🙼🛐😣🙼🙯2154🙵,1
🚔🙍🛐🙼😣🛗187211495🙯🙯😣🙵🙼4🙼,1
🚔0🙍4856🙼😣🛐1065🙯🛗🙼🙵😣🙯2154,1
🚔3132🙼🛗😣18195🙍🛐🙯🙼🙵2791😣🙯,1
🚔0🙯🙍940🛐😣10804🙼🛗🙼1433😣🙵🙯,1
🚔🛐🙼1314🙍🛗31505😣🙯🙯2231😣🙵🙼,1
🚔🛗😣🙍🙯🙼2078🛐462832816🙵😣🙯🙼,1
🚔0🙯2478🛐🙼2078😣🙍🛗😣3695🙵🙯🙼,1
🚔🙼4🛐🙯😣🙼🙍🛗11918🙯🙵😣1795🙼,1
🚔0🙼🛗🙯🙍2919😣🛐17301415🙼🙵😣🙯,1
🚔0🙼2718🙯🛗🙍😣🛐4381🙯🙼😣🙵5066,1
🚔523722817😣🙼🙯🛗🙍🛐🙼🙯😣🙵4790,1
🚔462831495🙯🛐🛗😣🙼🙍🙯🙵🙼4524😣,1
🚔🙍🛐🙯😣🛗20690🙼3134🙯4761😣🙼🙵,1
🚔07794🙯🙍😣🛐🙼🛗29192857🙵😣🙼🙯,1
🚔0😣🙍25484473🛗🛐🙼🙯2780🙵🙯😣🙼,1
🚔08956😣🛐🙼🙯2670🙍🛗🙼🙵2414🙯😣,1
🚔0🙍2775🙯🙼2327🛐😣🛗🙼2780🙵😣🙯,1
🚔0🙍🛐🙼🛗14293682🙯😣🙵😣🙼4869🙯,1
🚔0🙯🛐11299025🙼😣🛗🙍🙵🙼6469😣🙯,1
🚔🛐22966🙼😣🙯3023🛗🙍🙵🙼😣🙯2075,1
🚔🙼🙯2481😣🛐🙍🛗21832🙼🙵3695🙯😣,1
🚔10804😣🛗🙍🛐🙼🙯2713🙼😣🙯🙵1270,1
🚔0🙍😣718🙍31🙯🛗🛐🙼🙼🙵🙯😣4869,1
🚔0🙍😣🙯🙼🛗9831🛐1485🙵😣🙼🙯1270,1
🚔0🛐😣🙼18992050🙯🛗🙍🙵😣🙼2154🙯,1
🚔🛐🙼😣🙍4790🙯🛗25800😣🙵🙼🙯2425,1
🚔🛐😣🛗🙼🙯189933763🙍5705😣🙵🙯🙼,1
🚔🙼🛐🙯🙍🛗😣351012660🙵🙯🙼4524😣,1
🚔🙼🛐11047🙍😣🛗2931🙯🙼🙵2327🙯😣,1
🚔🙯🙍🛗🙼😣271318103🛐5999🙼🙯🙵😣,1
🚔😣🙍2996🙼🙯🛐🛗10070🙯4524😣🙵🙼,1
🚔0🛐😣🙯🙼64823070🙍🛗🙵😣🙯🙼3104,1
🚔22817🙼🙍3312😣🛐🙯🛗2548😣🙯🙵🙼,1
🚔🙍10681🙼3682🛗🙯😣🛐🙵🙯😣🙼2414,1
🚔🛐🛗🙼😣🙍2919🙯37758🙯🙼😣🙼4🙵,1
🚔0🛐4205🙼🙍🙯😣1157🛗🙼🙵2670🙯😣,1
🚔😣🙼🙯🙍13239🛐🛗🙼4🙯🙼😣2920🙵,1
🚔048564761🛗🙼🙯🛐🙍😣4304😣🙼🙵🙯,1
🚔0🙼4349🛐4905🙯🙍😣🛗🙵🙯🙼😣4524,1
🚔0🛐🛗🙍😣1332🙯🙼3901🙵🙯🙼2791😣,1
🚔01433🛐🙼🙯9831😣🙍🛗🙼5999🙵🙯😣,1
🚔🛗🙼🛐🙍😣299615775🙯🙼🙵3324🙯😣,1
🚔16352🛐1485😣🙼🙍🛗🙯🙵😣4310🙯🙼,1
🚔0🛗🙼🛐😣1502🙯🙍4309🙵🙼🙯5705😣,1
🚔🙼🛐🙯2091🙍😣45436🛗🙼2780🙯🙵😣,1
🚔😣🙯24671🛐🙍2998🛗🙼🙼2670🙵🙯😣,1
🚔03901🛗🙯🙍🙼😣🛐13322996🙯🙵🙼😣,1
🚔🛗272245066🙯🙍😣🛐🙼2791🙯😣🙼🙵,1
🚔2481🙍😣🙯34141🛗🛐🙼🙼🙵2091🙯😣,1
🚔06482😣🙍🛐🙼🙯🛗🙼4🙯😣🙵🙼3270,1
🚔00486🙍🛗🙼🙯🛐😣2050🙼🙵2713😣🙯,1
🚔🙯🛐🙼33658🙍😣1157🛗3695🙼😣🙵🙯,1
🚔2713🛗🙯🙍😣🙼🛐26390🙵🙯🙼5333😣,1
🚔🙼307049400🙯🙍🛗🛐😣🙯😣🙵2670🙼,1
🚔0🛗940🛐😣🙍🙯10681🙼😣🙼🙵2548🙯,1
🚔🙯🛗😣🙼1270🛐23684🙍🙯🙵😣🙼5774,1
🚔0🙍43812075🛗😣🙼🙯🛐4349🙼😣🙯🙵,1
🚔0🛐😣3365🙯🙍🛗🙼4845🙯😣🙼🙵2791,1
🚔😣39630🛗🙼2998🙍🛐🙯4310🙯🙼🙵😣,1
🚔😣🙍🛗20371🛐3023🙼🙯🙵🙼1129😣🙯,1
🚔🙍😣🙯🙼🛗307024288🛐🙼🙵🙯😣2598,1
🚔🙯🛐🛗1954🙼11918🙍😣🙵😣🙯2996🙼,1
🚔01415🙯🙼🛐🙍3626🛗😣😣🙵🙯3365🙼,1
🚔🛐🙍🙼4🙼😣🙯🛗272243510😣🙵🙯🙼,1
🚔0🛐🛗🙼5163🙯😣2713🙍😣3324🙼🙯🙵,1
🚔0🙼4869😣🙍🛗🛐🙯8956🙯🙵3324🙼😣,1
🚔0🙯🛗89671983😣🙍🛐🙼🙼🙵5705😣🙯,1
🚔0🙼🙍🛐7184😣🛗2999🙯🙵😣3510🙯🙼,1
🚔🙼🛐3070🛗14748😣🙯🙍🙯🙼😣🙵2816,1
🚔😣🙼🙯🛗141525800🛐🙍🙵4310🙯😣🙼,1
🚔02327🙯🛗🙍🙼😣🛐4427🙵4761🙯🙼😣,1
🚔0😣🙼🛐🛗3896🙍1415🙯🙯🙼😣🙵2816,1
🚔00🙯🙍🛐🛗😣3901670🙼🙼🙵1795😣🙯,1
🚔🙯🛐281183270😣🙼🙍🛗😣🙼🙯1899🙵,1
🚔🛐2931🛗😣🙯🙍🙼12660🙼3324🙵🙯😣,1
🚔😣🙍🛐271324288🛗🙼🙯4309🙵🙼🙯😣,1
🚔01314🛐🙍🙼🙯4845🛗😣🙵😣🙯🙼4524,1
🚔08956🛗😣🙼🛐🙯3270🙍😣🙼🙯🙵5066,1
🚔🙍🛐18721🙯🛗3270🙼😣😣2414🙼🙵🙯,1
🚔0🙼😣🙯2078🙍🛗🛐1410🙵🙯😣🙼3510,1
🚔🛐🙼🙍272242481😣🙯🛗😣🙯🙼2075🙵,1
🚔00940🙍🙯🛗2928😣🛐🙼🙼😣🙯🙵2425,1
🚔🙼22966🛐🙍🙯4309🛗😣2414🙯😣🙵🙼,1
🚔0🙍😣🛐2075🙼🙼0🙯🛗🙼😣🙵🙯2718,1
🚔🛗😣2075🙍🙯🙼🛐19661😣🙼🙵2414🙯,1
🚔0🙯🙍😣🙼10256🛐🛗486🙯🙼🙵5999😣,1
🚔0😣🛐3023🛗🙍🙯3896🙼🙼😣1899🙵🙯,1
🚔2481🙯😣🙼🛗🛐45436🙍1795😣🙼🙵🙯,1
🚔0😣1485🙍🙯🙼3626🛐🛗😣🙯🙼🙵2481,1
🚔0🛗😣🙯🛐🙼2999🙍3896😣🙼🙵1899🙯,1
🚔🙍😣207531505🛐🙯🙼🛗4304🙵🙼🙯😣,1
🚔😣🙍🙯🛗2931🛐10681🙼🙵😣🙼🙯4869,1
🚔0🛐🙍🙯🙼2481🛗😣🙼02780🙼🙵🙯😣,1
🚔😣🙍23594🛐1485🙯🛗🙼🙵🙯6659😣🙼,1
🚔0🛗2548😣🛐🙯🙼8967🙍🙵🙼🙯2231😣,1
🚔01507🛐🙼🙍🛗😣🙯4856🙼🙯2414😣🙵,1
🚔0🙼🙍😣🙯3070🛐6761🛗🙵🙼3388😣🙯,1
🚔0🙼🛗😣🙯🙍15021485🛐2920🙯🙼😣🙵,1
🚔🛐🙍🛗🙯126601828🙼😣🙯3695🙼😣🙵,1
🚔25800🙼🛗😣🙍🛐2091🙯🙵🙼1120🙯😣,1
🚔2091😣🙍🙯🙼🛗16117🛐6659😣🙯🙼🙵,1
🚔0🙯🙼44272078🛗😣🙍🛐🙼🙯28🛗69😣,1
🚔0😣3312🙯🙍🛗🛐🙼6224😣🙵🙼5333🙯,1
🚔0🛗🙼2713🙯🛐🙍😣8956😣🙼🙵4521🙯,1
🚔0😣🙍🙼14151923🙯🛐🛗😣🙯🙼2481🙵,1
🚔0🛐🛗🙍7794🙼🙯😣5066🙯🙵2425🙼😣,1
🚔029319025🛐🙯🛗🙍😣🙼🙼😣🙵🙯3553,1
🚔0🛗🙯😣🛐🙼45296🙼🙍1899😣🙯🙼🙵,1
🚔1415🙯🛐10256🙍🙼😣🛗🙯🙵🙼😣1433,1
🚔🙼🛐27224🙯🙍😣3901🛗6469🙯🙵😣🙼,1
🚔🛐3070🙼🙯🛗🙍😣14669🙯😣🙼2791🙵,1
🚔0🙯18211430😣🛗🙍🙼🛐4524😣🙯🙵🙼,1
🚔🛐30968🙍1828😣🙼🛗🙯5332😣🙼🙯🙵,1
🚔017312775🙍😣🛐🙼🙯🛗4869🙵😣🙯🙼,1
🚔🛗🛐🙯2920😣11113🙍🙼🙼😣🙵🙯3270,1
🚔052961129🛗🛐🙍🙯😣🙼😣🙯🙼🙵3559,1
🚔012506😣486🙼🛐🙍🛗🙯🙯😣2548🙵🙼,1
🚔🛗😣🙯🙼10804🙍🛐1983🙯😣🙵3134🙼,1
🚔00🙯4866224🙼🛗😣🛐🙍🙵🙯🙼😣3695,1
🚔0🙯🛗🛐😣5449🙼🙍2713🙼🙯😣3388🙵,1
🚔0🛐2800🙼1120🙍🛗😣🙯🙼🙯🙵5774😣,1
🚔08055😣🙍🛐🛗2931🙼🙯🙵5237😣🙯🙼,1
🚔0😣🛗🙍🛐🙯🙼447312383132🙵🙼😣🙯,1
🚔🙯🙍😣🛗148528251🙼🛐🙵😣🙼1495🙯,1
🚔🛐🙍😣5066🛗🙯19661🙼🙵🙯5999😣🙼,1
🚔🙍🙼🛐19122🛗😣🙯43095332😣🙯🙵🙼,1
🚔🙍3132🛐18195😣🛗🙼🙯😣🙵🙼2920🙯,1
🚔0🙯🙼33493312🙍😣🛗🛐🙯🙼3695😣🙵,1
🚔0😣1495🙍8178🙯🛐🛗🙼😣🙵🙯🙼2327,1
🚔😣🛐22966🙼🙯🙍2078🛗🙯😣3104🙵🙼,1
🚔🛗🙼🛐😣🙍285737758🙯😣🙯🙵🙼5333,1
🚔0🙍🛐🛗8055🙼🙯😣1828😣🙯🙵3510🙼,1
